year,record_type,number_scripts,npropname,ther_class,payer,unique_members,total_cost,cost_per_user,cost_per_script,cost_per_days_supply,cost_per_unit_dispensed,total_scripts_filled,yearly_pct_change_cost_per_script,total_cost_rank,cost_per_user_rank,cost_per_script_rank,cost_per_days_supply_rank,cost_per_unit_dispensed_rank,total_scripts_filled_rank,yearly_pct_change_cost_per_script_rank,days_supply_median,days_supply_mean,days_supply_stddev,quantity_median,quantity_mean,quantity_stddev,insurer_paid_median,insurer_paid_mean,insurer_paid_stddev,insurer_paid_sum,member_paid_median,member_paid_mean,member_paid_stddev,member_paid_sum,total_paid_median,total_paid_mean,total_paid_stddev,total_paid_sum,pct_total_pharm_spending,pct_scripts_0_18,pct_scripts_19_44,pct_scripts_45_64,pct_scripts_65_plus,pct_scripts_female,pct_scripts_male,pct_scripts_urban_core,pct_scripts_suburban,pct_scripts_micropolitan,pct_scripts_rural_smalltown
2020,Drug,4233,COLCHICINE,Analgesics and Anesthetics,MINNESOTA HEALTH CARE PROGRAMS,1369,721239.01,526.83,170.38,6.33,4.63,4233,-0.058,242,380,373,410,427,350,820,30.0,26.8,15.9,30.0,36.7,26.6,139.76,164.91,127.78,698085.78,1.0,2.57,5.68,10917.56,142.21,170.38,128.37,721239.01,0.0001268527584443,0.0276399716513111,0.274982282069454,0.647058823529411,0.0503189227498228,0.25466572171037,0.745334278289629,0.677061185920151,0.0902433262461611,0.100874084573588,0.131821403260099
2020,Drug,19215,TRETINOIN,Topical Products,MINNESOTA HEALTH CARE PROGRAMS,10297,2464125.12,239.3,128.23,5.18,3.17,19215,-0.079,94,491,410,441,477,148,857,30.0,24.7,6.6,45.0,40.4,11.0,125.75,123.18,53.37,2366993.75,0.0,1.2,5.1,23229.47,128.99,128.23,50.29,2464125.12,0.0004333945672518,0.402810304449648,0.46911267239136,0.126515742909185,0.0015612802498048,0.740463179807442,0.259536820192557,0.750299245381212,0.0721311475409836,0.0837887067395264,0.0937809003382773
2020,Drug,19054,BUDESONIDE (INHALATION),Respiratory Agents,MINNESOTA HEALTH CARE PROGRAMS,6639,3567484.8,537.35,187.23,6.8,2.15,19054,-0.023,69,375,360,401,517,150,738,30.0,27.5,11.6,120.0,86.9,60.3,133.78,171.97,167.24,3276724.84,0.0,1.81,16.0,34596.29,147.88,187.23,170.89,3567484.8,0.0006274553668254,0.603600293901542,0.205993492180119,0.173874252125537,0.0165319617927994,0.47034743360974,0.529652566390259,0.63057625695392,0.0893250760995066,0.115198908365697,0.164899758580875
2020,Drug,17917,GEMFIBROZIL,Cardiovascular Agents,MEDICARE,4200,345446.73,82.24,19.28,0.28,0.15,17917,0.055,544,917,1003,1156,1129,214,386,90.0,68.3,29.6,180.0,124.6,62.2,9.03,12.45,14.27,223172.35,3.0,6.79,8.77,121702.47,17.77,19.28,14.67,345446.73,0.0000607577654404,0.0,0.0433666350393481,0.179885025394876,0.776748339565775,0.410950493944298,0.589049506055701,0.454986883964949,0.108109616565273,0.165541106211977,0.271362393257799
2020,Drug,26,NIACINAMIDE,Nutritional Products,COMMERCIAL,12,92.05,7.67,3.54,0.08,0.04,26,-0.111,1283,1248,1249,1256,1254,1241,1007,30.0,40.4,21.4,60.0,84.3,42.2,0.0,0.0,0.0,0.0,2.53,3.54,1.61,92.05,2.53,3.54,1.61,92.05,1.61899124e-8,,,,,0.538461538461538,0.461538461538461,,,,
2020,Drug,37,NINTEDANIB ESYLATE,Respiratory Agents,MINNESOTA HEALTH CARE PROGRAMS,11,363607.64,33055.24,9827.23,341.41,186.46,37,,364,46,35,33,80,1115,,30.0,28.7,5.2,60.0,52.7,14.4,10595.54,9788.38,2159.36,362170.07,3.0,5.26,8.91,194.95,10598.54,9827.23,2175.29,363607.64,0.000063951937549,,,,,0.54054054054054,0.459459459459459,,,,
2020,Drug,263,PHENTOLAMINE MESYLATE (BULK),Miscellaneous Products,COMMERCIAL,77,9291.58,120.66,35.32,1.41,5.64,263,-0.016,1037,775,864,787,486,842,740,30.0,24.9,8.3,3.0,6.2,8.5,0.0,10.19,16.97,2680.13,18.24,25.13,24.64,6611.45,18.29,35.32,27.37,9291.58,1.6342190826e-6,,,,,0.0,1.0,,,,
2020,Drug,927,NINTEDANIB ESYLATE,Respiratory Agents,MEDICARE,138,9732138.86,70522.74,10498.53,351.89,178.39,927,0.071,58,37,51,52,98,693,327,30.0,29.8,5.7,60.0,58.8,16.7,10454.2,9767.94,2631.39,9054888.26,550.74,717.29,944.7,664934.39,11040.84,10498.53,2807.07,9732138.86,0.0017117053332357,0.0,0.0,0.0474649406688241,0.952535059331175,0.341963322545846,0.658036677454153,0.647249190938511,0.0787486515641855,0.0970873786407766,0.176914778856526
2020,Drug,74928,CEPHALEXIN,Anti-Infective Agents,COMMERCIAL,61556,653364.84,10.61,8.71,0.89,0.2,74928,0.021,307,1206,1166,912,1106,39,570,7.0,9.7,10.2,21.0,42.1,60.7,0.0,2.82,8.79,211368.51,4.07,5.89,7.34,441744.52,5.2,8.71,11.57,653364.84,0.0001149149326026,0.181667734358317,0.355461242793081,0.397034486440316,0.0658365364082852,0.620448964339098,0.379551035660901,0.671150971599402,0.145072603032244,0.0774877215460175,0.106288703822336
2020,Drug,21646,LEVONORGESTREL & ETH ESTRADIOL,Endocrine and Metabolic Drugs,MINNESOTA HEALTH CARE PROGRAMS,7357,718211.5,97.62,33.17,0.51,0.49,21646,0.102,243,708,685,952,795,144,357,84.0,64.5,26.7,84.0,66.9,28.1,29.57,32.98,26.77,713938.96,0.0,0.02,0.35,442.94,29.57,33.17,26.65,718211.5,0.0001263202747747,0.227524715882842,0.729696017739998,0.0427792663771597,0.0,,,0.534833225538205,0.111845144599464,0.137253996119375,0.216067633742954
2020,Drug,42,SODIUM ZIRCONIUM CYCLOSILICATE,Miscellaneous Products,COMMERCIAL,15,30887.19,2059.14,735.4,20.03,21.99,42,,880,260,237,270,283,1181,,30.0,36.7,20.9,30.0,33.4,19.6,657.56,664.54,460.92,27910.95,0.0,70.86,174.9,2976.24,665.31,735.4,422.9,30887.19,5.4324921389e-6,,,,,0.452380952380952,0.547619047619047,,,,
2020,Drug,137,ESTAZOLAM,Central Nervous System Drugs,COMMERCIAL,35,8531.79,243.76,62.27,1.54,1.36,137,1.097,1055,604,709,771,701,981,6,30.0,40.4,24.6,30.0,45.5,39.2,19.97,37.35,58.99,5117.48,15.4,24.92,39.25,3414.31,33.37,62.27,71.96,8531.79,1.5005859097e-6,,,,,0.562043795620437,0.437956204379562,,,,
2020,Drug,20827,PREGABALIN,Neuromuscular Drugs,COMMERCIAL,4668,1708994.48,366.1,82.05,1.98,0.82,20827,-0.823,164,531,640,717,788,141,1243,30.0,41.3,24.7,90.0,99.5,73.5,17.91,62.97,134.38,1311569.86,10.27,19.04,41.1,396667.17,29.65,82.05,141.91,1708994.48,0.0003005808905902,0.0054256493974168,0.221299274979593,0.667450905075142,0.105824170547846,0.624669899649493,0.375330100350506,0.59269217842224,0.144860037451385,0.104959907811974,0.157487876314399
2020,Drug,27152,ACYCLOVIR,Anti-Infective Agents,COMMERCIAL,11379,441855.31,38.83,16.27,0.52,0.23,27152,0.087,395,1029,1053,1041,1065,114,316,20.0,31.2,31.8,50.0,68.0,69.2,0.0,6.57,25.76,178649.22,5.38,9.6,13.62,260825.53,8.88,16.27,29.38,441855.31,0.0000777142724251,0.0462949322333529,0.34955067766647,0.538376546847377,0.065777843252799,0.668090748379493,0.331909251620506,0.724256040070713,0.118996758986446,0.0715232763700648,0.0852239245727754
2020,Drug,831,BISOPROLOL FUMARATE,Cardiovascular Agents,COMMERCIAL,226,32743.78,144.88,39.4,0.61,0.59,831,0.039,873,730,825,1009,859,612,491,90.0,64.1,29.9,60.0,66.4,49.9,7.56,21.21,36.02,17631.2,12.51,18.17,20.25,15101.41,27.55,39.4,38.46,32743.78,5.7590323835e-6,0.0,0.114320096269554,0.708784596871239,0.176895306859205,0.509025270758122,0.490974729241877,0.570397111913357,0.101083032490974,0.121540312876052,0.206979542719614
2020,Drug,105,DEXTROSE W/ SODIUM CHLORIDE,Nutritional Products,MEDICARE,60,1517.24,25.28,14.44,7.22,0.02,105,-0.021,1201,1141,1069,459,1274,1065,730,1.0,2.0,3.1,1.0,487.1,3012.9,8.52,11.75,11.13,1234.63,0.0,2.68,5.38,282.11,10.5,14.44,10.04,1517.24,2.668547826e-7,,,,,0.447619047619047,0.552380952380952,,,,
2020,Drug,1133,DISULFIRAM,Misc Psychotherapeutic/Neurolog,COMMERCIAL,450,91942.05,204.31,81.14,1.89,1.8,1133,0.125,694,638,642,729,651,567,220,30.0,42.8,26.0,30.0,44.9,30.9,40.71,57.42,65.2,65067.84,12.0,23.61,33.63,26757.33,59.55,81.14,67.83,91942.05,0.0000161709260007,,,,,0.391879964695498,0.608120035304501,0.803177405119152,0.0759046778464254,0.0679611650485436,0.0529567519858781
2020,Drug,122,METHOTREXATE (ANTIRHEUMATIC),Analgesics and Anesthetics,COMMERCIAL,21,77013.64,3667.31,631.25,17.4,149.54,122,-0.113,736,201,258,296,117,1008,1011,28.0,36.2,19.9,2.0,4.2,11.2,478.79,574.77,336.89,70122.52,30.0,56.29,143.0,6867.69,498.76,631.25,328.65,77013.64,0.0000135452915557,0.0,0.196721311475409,0.639344262295081,0.163934426229508,0.745901639344262,0.254098360655737,0.81967213114754,0.180327868852459,0.0,0.0
2020,Drug,29,AMOXICILLIN-CLARITHROMYCIN W/ LANSOPRAZOLE,Gastrointestinal Products,MINNESOTA HEALTH CARE PROGRAMS,28,13866.28,495.22,478.14,29.88,4.69,29,0.053,911,395,220,181,425,1137,500,14.0,16.0,5.1,112.0,101.8,30.4,363.54,441.41,229.47,12800.96,1.0,1.14,2.08,33.3,364.54,478.14,213.23,13866.28,2.4388251924e-6,,,,,,,,,,
2020,Drug,4514,GLATIRAMER ACETATE,Misc Psychotherapeutic/Neurolog,COMMERCIAL,502,17864026.54,35585.71,3957.47,129.65,233.6,4514,-0.147,26,66,95,105,86,334,1055,28.0,30.5,10.8,12.0,16.9,10.0,3140.7,3641.95,2825.0,16439784.07,20.0,290.15,698.78,1309761.66,3867.47,3957.47,2828.1,17864026.54,0.0031419557346495,0.0,0.294638901196278,0.654630039875941,0.0507310589277802,0.717323881258307,0.282676118741692,0.697164377492246,0.115861763402747,0.0870624723083739,0.0999113867966326
2020,Drug,387,ENALAPRIL MALEATE & HYDROCHLOROTHIAZIDE,Cardiovascular Agents,COMMERCIAL,83,9162.42,110.39,23.67,0.4,0.37,387,0.29,1039,799,958,1108,985,762,79,55.0,59.1,30.0,60.0,63.1,36.5,0.0,8.39,15.84,3250.11,10.0,15.27,17.54,5911.04,18.36,23.67,20.89,9162.42,1.6115021995e-6,0.0,0.0465116279069767,0.795865633074935,0.157622739018087,0.565891472868217,0.434108527131782,0.612403100775193,0.116279069767441,0.0878552971576227,0.183462532299741
2020,Drug,277,GLYCOPYRROLATE-FORMOTEROL FUMARATE,Respiratory Agents,COMMERCIAL,49,126433.39,2580.27,456.43,13.17,34.43,277,0.055,637,232,314,350,241,831,432,30.0,34.6,16.0,11.0,13.2,6.3,314.66,309.46,226.89,85721.95,73.09,146.75,180.62,40650.1,372.55,456.43,198.34,126433.39,0.0000222373222449,,,,,0.51624548736462,0.483754512635379,0.263537906137184,0.180505415162454,0.267148014440433,0.288808664259927
2020,Drug,833,MEPOLIZUMAB,Respiratory Agents,COMMERCIAL,114,2703152.61,23711.86,3245.08,115.15,2385.83,833,0.02,121,90,110,111,17,611,574,28.0,28.1,2.9,1.0,1.3,2.8,3050.34,3066.46,1531.85,2554364.53,0.0,157.75,483.68,131409.91,3088.73,3245.08,1447.58,2703152.61,0.0004754351335968,,,,,0.606242496998799,0.3937575030012,0.665066026410564,0.133253301320528,0.0852340936374549,0.116446578631452
2020,Drug,1114,CALCIUM CITRATE-VITAMIN D,Nutritional Products,MEDICARE,232,6920.25,29.82,6.21,0.18,0.07,1114,0.099,1107,1112,1198,1213,1220,647,215,30.0,33.6,16.9,60.0,86.0,71.8,5.04,6.08,5.2,6776.31,0.0,0.12,1.26,136.42,5.13,6.21,5.22,6920.25,1.2171454808e-6,,,,,0.864452423698384,0.135547576301615,0.455116696588868,0.0942549371633752,0.145421903052064,0.305206463195691
2020,Drug,73,BUDESONIDE (BULK),Miscellaneous Products,COMMERCIAL,12,2382.71,198.55,32.63,2.23,0.56,73,-0.493,1162,642,889,693,873,1095,1228,14.0,14.5,3.3,47.0,57.4,25.1,14.98,18.97,18.23,1385.12,11.0,13.66,14.98,997.59,37.08,32.63,13.39,2382.71,4.190751358e-7,0.438356164383561,0.342465753424657,0.21917808219178,0.0,0.547945205479452,0.452054794520547,,,,
2020,Drug,3095,MULTIPLE VITAMINS W/ MINERALS,Nutritional Products,COMMERCIAL,626,8741.69,13.96,2.82,0.08,0.06,3095,-0.223,1048,1176,1260,1260,1232,387,1130,30.0,35.1,22.1,30.0,41.2,41.8,1.38,1.62,1.78,5032.3,0.0,1.19,4.1,3709.39,1.75,2.82,4.08,8741.69,1.537503483e-6,0.0103392568659127,0.226817447495961,0.445557350565428,0.317285945072697,0.552180936995153,0.447819063004846,0.664943457189014,0.0894991922455573,0.0936995153473344,0.151857835218093
2020,Drug,12774,METHADONE HCL,Analgesics and Anesthetics,MEDICARE,1448,236504.34,163.33,18.51,0.71,0.19,12774,-0.083,603,752,1010,971,1086,249,943,30.0,25.8,9.6,75.0,94.5,79.0,7.28,11.01,16.02,140653.18,3.6,7.48,10.85,95579.68,14.24,18.51,17.25,236504.34,0.0000415967903803,0.0,0.0474401127289807,0.347189603882887,0.605370283388132,0.581180522937216,0.418819477062783,0.580475966807577,0.101690934711131,0.120165962110537,0.197667136370753
2020,Drug,23,GLUCAGON HCL,Endocrine and Metabolic Drugs,MINNESOTA HEALTH CARE PROGRAMS,17,8971.43,527.73,390.06,149.52,289.4,23,,968,379,259,70,55,1151,,1.0,2.6,4.1,1.0,1.3,0.5,296.22,385.1,139.59,8857.45,0.0,1.56,5.22,36.0,301.45,390.06,138.4,8971.43,1.5779105496e-6,,,,,,,,,,
2020,Drug,161373,ESCITALOPRAM OXALATE,Central Nervous System Drugs,MINNESOTA HEALTH CARE PROGRAMS,30562,1636979.81,53.56,10.14,0.29,0.27,161373,0.021,136,845,1012,1048,919,18,610,30.0,33.9,16.1,30.0,36.3,25.7,4.64,8.93,39.22,1442208.62,0.0,0.98,2.63,158849.38,5.87,10.14,39.96,1636979.81,0.000287914826482,0.16523829884801,0.540939314507383,0.288226655016638,0.0055957316279675,0.663345169266234,0.336654830733765,0.562591015845277,0.103703841410892,0.141646991752027,0.192058150991801
2020,Drug,352,DESLORATADINE,Respiratory Agents,MEDICARE,97,24278.64,250.29,68.97,1.06,0.94,352,-0.053,962,649,687,880,766,881,843,90.0,64.5,29.7,90.0,72.8,43.8,30.43,46.28,56.72,16290.78,11.98,22.67,28.94,7982.72,50.46,68.97,57.84,24278.64,4.2701689905e-6,0.0,0.12215909090909,0.167613636363636,0.710227272727272,0.758522727272727,0.241477272727272,0.588068181818181,0.0795454545454545,0.196022727272727,0.136363636363636
2020,Drug,25,PINDOLOL,Cardiovascular Agents,MINNESOTA HEALTH CARE PROGRAMS,11,855.05,77.73,34.2,1.17,0.79,25,-0.231,1123,760,675,738,669,1147,1031,30.0,29.0,4.1,30.0,43.0,32.0,23.91,33.55,23.7,838.94,1.0,0.6,0.5,15.0,24.51,34.2,23.5,855.05,1.503876656e-7,,,,,,,,,,
2020,Drug,5107,MODAFINIL,Stimulants/Anti-Obesity/Anorexia,MINNESOTA HEALTH CARE PROGRAMS,923,823808.98,892.53,161.3,5.46,3.79,5107,-0.723,216,313,380,430,456,322,1124,30.0,29.5,4.0,30.0,42.4,18.8,53.3,154.86,552.11,790872.07,1.0,1.27,2.45,6490.06,54.67,161.3,562.48,823808.98,0.0001448929413069,0.0170354415508126,0.524182494615233,0.452907773644018,0.0058742901899353,0.632465243783042,0.367534756216957,0.54905032308596,0.111611513608772,0.118660661836694,0.220677501468572
2020,Drug,25478,ALLOPURINOL,Analgesics and Anesthetics,MINNESOTA HEALTH CARE PROGRAMS,4121,224340.97,54.43,8.8,0.24,0.19,25478,-0.238,446,841,1041,1082,1006,130,1035,30.0,36.2,19.3,30.0,45.5,31.8,5.18,7.32,18.56,186543.06,1.0,1.43,2.26,36541.09,6.15,8.8,18.45,224340.97,0.0000394574759296,0.0056126854541172,0.178428448072847,0.7552005651935,0.0607583012795352,0.196718737734516,0.803281262265483,0.592040191537797,0.0871339979590234,0.126148049297433,0.194677761205746
2020,Drug,215,ESTRADIOL-LEVONORGESTREL,Endocrine and Metabolic Drugs,COMMERCIAL,61,94805.05,1554.18,440.95,7.49,35.15,215,0.153,690,301,321,457,237,885,169,84.0,58.8,27.8,12.0,12.5,17.9,203.46,286.08,234.14,61507.51,90.0,154.67,200.97,33255.06,447.62,440.95,235.14,94805.05,0.0000166744753683,0.0,0.0744186046511627,0.851162790697674,0.0744186046511627,1.0,0.0,0.706976744186046,0.0837209302325581,0.0790697674418604,0.130232558139534
2020,Drug,9778,NEOMYCIN-POLYMY-DEXAMETH,Topical Products,MEDICARE,7207,172064.62,23.87,17.59,1.18,3.91,9778,0.04,657,1153,1029,842,536,276,454,11.0,14.8,10.8,5.0,4.4,1.7,8.88,8.89,8.05,86943.75,7.0,8.67,7.39,84823.01,16.7,17.59,7.75,172064.62,0.0000302630215158,0.0,0.0117610963387195,0.0699529556146451,0.918285948046635,0.622622213131519,0.37737778686848,0.509613417876866,0.102679484557169,0.181632235631008,0.206074861934956
