row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_median,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_median,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_median
368208,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,17,DME (Durable Medical Equipment),81,50,194,9091.4,181.82,71.41,9091.4,181.82,71.41,0.0,0.0,0.0
370526,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,632,Emergency department,6794,1448,7212,497859.51,343.82,212.84,443105.44,306.01,174.98,54754.07,37.81,28.48
368209,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,143,Emergency department,787,238,1588,112585.42,473.04,383.8,111909.89,470.2,376.23,675.53,2.83,0.0
370527,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,160,Home Health,4638,1577,1840,668298.16,423.77,75.02,666900.12,422.89,75.02,1398.04,0.88,0.0
368211,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,22,Hospital Inpatient,226,29,249,178698.76,6162.02,5174.11,178551.98,6156.96,5174.11,146.78,5.06,0.0
370528,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,96,Hospice,4086,232,774,814085.88,3508.99,4147.96,814085.88,3508.99,4147.96,0.0,0.0,0.0
368212,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,30,Hospital Inpatient Professional Services,236,143,345,23976.39,167.66,79.88,23973.04,167.64,79.88,3.35,0.02,0.0
370529,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,382,Hospital Inpatient,10266,605,4274,8437307.83,13945.96,10131.16,7962586.55,13161.3,9675.78,474721.28,784.66,452.0
368213,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,303,Hospital Outpatient,5686,1444,3392,647493.65,448.4,125.09,646441.11,447.67,125.09,1052.54,0.72,0.0
370530,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,394,Hospital Inpatient Professional Services,9120,3165,4411,889798.0,281.13,145.72,772796.06,244.16,133.52,117001.94,36.96,14.36
368214,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,78,Independent Lab,644,308,857,38073.81,123.61,100.0,38030.26,123.47,100.0,43.55,0.14,0.0
370531,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,1273,Hospital Outpatient,52104,10301,14933,5749841.87,558.18,167.04,4895622.02,475.25,139.13,854219.85,82.92,24.48
368215,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,32,Inpatient Non-acute,333,256,330,206789.56,807.77,55.72,206789.56,807.77,55.72,0.0,0.0,0.0
370532,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,628,Independent Lab,2404,1566,7434,148543.91,94.85,99.0,145349.32,92.81,99.0,3194.59,2.03,0.0
368217,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,162,Other,14199,8816,1816,1365482.04,154.88,142.4,1365009.27,154.83,142.4,472.77,0.05,0.0
370533,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,174,Inpatient Non-acute,5700,1435,1894,3057743.58,2130.83,110.32,2776041.76,1934.52,107.99,281701.82,196.3,0.0
368218,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,68,Outpatient Other,3146,2270,758,231380.69,101.92,71.32,231380.69,101.92,71.32,0.0,0.0,0.0
370534,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,271,Inpatient Non-acute Professional Services,8938,7645,2952,655324.26,85.71,66.25,587343.86,76.82,63.19,67980.4,8.89,0.0
368220,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,43,Ambulance,1053,478,462,55175.28,115.42,41.66,55175.28,115.42,41.66,0.0,0.0,0.0
370535,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,1018,Other,11171,6329,12049,849889.69,134.28,61.13,735675.43,116.23,57.84,114214.26,18.04,0.0
368221,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,15,Ambulatory Surgery,114,26,173,182970.13,7037.31,461.61,182630.13,7024.23,461.61,340.0,13.07,0.0
370536,2020,013,Blue Earth,MEDICARE,5,75 years and older,M,46,Outpatient Other,5105,633,513,339599.16,536.49,315.0,289646.42,457.57,315.0,49952.74,78.91,0.0
368222,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,438,Clinic/Office,6025,3864,5019,562464.2,145.56,80.63,548487.01,141.94,70.49,13977.19,3.61,0.0
370537,2020,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,80,Ambulance,497,308,905,92342.39,299.81,22.0,92342.39,299.81,22.0,0.0,0.0,0.0
368223,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,47,DME (Durable Medical Equipment),382,241,545,37537.29,155.75,50.0,37523.89,155.7,47.0,13.4,0.05,0.0
370538,2020,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,45,Ambulatory Surgery,197,47,536,61155.51,1301.18,1355.56,61155.51,1301.18,1355.56,0.0,0.0,0.0
368224,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,147,Emergency department,914,267,1637,125796.98,471.14,386.55,123105.2,461.06,367.61,2691.78,10.08,0.0
370539,2020,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,2262,Clinic/Office,30751,14845,25487,1817180.07,122.41,91.97,1817180.07,122.41,91.97,0.0,0.0,0.0
368227,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,41,Hospital Inpatient,829,63,421,484107.74,7684.24,5915.55,483104.74,7668.32,5901.5,1003.0,15.92,0.0
370540,2020,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,37,DME (Durable Medical Equipment),219,116,429,68298.5,588.78,61.66,68298.5,588.78,61.66,0.0,0.0,0.0
368228,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,55,Hospital Inpatient Professional Services,764,325,578,73618.95,226.51,74.97,73598.85,226.45,74.97,20.1,0.06,0.0
370777,2020,015,Brown,COMMERCIAL,4,65 to 74 years,F,47,Clinic/Office,478,258,559,62457.82,242.08,188.75,46493.02,180.2,110.42,15964.8,61.87,25.0
368229,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,421,Hospital Outpatient,15136,3226,4776,2182467.9,676.52,153.59,2172644.13,673.47,150.86,9823.77,3.04,0.0
370781,2020,015,Brown,COMMERCIAL,4,65 to 74 years,F,41,Hospital Outpatient,834,216,487,285628.32,1322.35,252.03,261535.53,1210.81,173.88,24092.79,111.54,0.0
368230,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,65,Independent Lab,266,170,762,26268.22,154.51,100.0,26264.87,154.49,100.0,3.35,0.01,0.0
370788,2020,015,Brown,COMMERCIAL,4,65 to 74 years,M,55,Clinic/Office,870,395,637,244668.2,619.41,238.16,218217.69,552.44,192.58,26450.51,66.96,0.0
368233,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,206,Other,10076,6801,2389,984987.72,144.82,97.9,984279.66,144.72,97.9,708.06,0.1,0.0
370793,2020,015,Brown,COMMERCIAL,4,65 to 74 years,M,51,Hospital Outpatient,1256,252,597,279708.61,1109.95,252.72,248137.93,984.67,206.67,31570.68,125.28,0.0
368234,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,19,Outpatient Other,1059,356,228,52948.82,148.73,106.98,52948.82,148.73,106.98,0.0,0.0,0.0
384901,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,155,Emergency department,1456,404,1785,169311.38,419.08,304.43,168527.87,417.14,295.48,783.51,1.93,0.0
368236,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,40,Ambulance,825,303,429,87169.72,287.68,117.0,87166.37,287.67,117.0,3.35,0.01,0.0
384904,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,34,Hospital Inpatient,909,63,395,767301.41,12179.38,4727.85,767051.41,12175.41,4727.85,250.0,3.96,0.0
368238,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,396,Clinic/Office,4410,3034,4503,263369.4,86.8,58.73,253168.95,83.44,47.5,10200.45,3.36,0.0
384905,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,41,Hospital Inpatient Professional Services,1197,484,469,84507.43,174.6,76.36,84504.08,174.59,76.36,3.35,0.0,0.0
368239,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,45,DME (Durable Medical Equipment),364,212,521,41755.3,196.95,73.08,41751.95,196.94,73.08,3.35,0.01,0.0
384906,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,350,Hospital Outpatient,12851,3158,4000,751303.19,237.9,99.95,747243.67,236.61,99.83,4059.52,1.28,0.0
368240,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,119,Emergency department,673,174,1328,94011.08,540.29,413.34,92309.01,530.51,412.56,1702.07,9.78,0.0
384907,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,106,Independent Lab,414,201,1236,20842.23,103.69,99.0,20828.83,103.62,99.0,13.4,0.06,0.0
368243,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,47,Hospital Inpatient,876,60,508,654189.0,10903.15,8407.8,653068.4,10884.47,8400.2,1120.6,18.67,0.0
384908,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,21,Inpatient Non-acute,715,289,231,341545.29,1181.81,200.0,341536.29,1181.78,200.0,9.0,0.03,0.0
368244,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,52,Hospital Inpatient Professional Services,702,281,570,79263.45,282.07,101.36,79236.65,281.98,101.36,26.8,0.09,0.0
384909,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,12,Inpatient Non-acute Professional Services,294,182,142,28496.73,156.57,74.58,28496.73,156.57,74.58,0.0,0.0,0.0
368245,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,379,Hospital Outpatient,10344,2256,4278,1213902.13,538.07,164.59,1208355.91,535.61,163.14,5546.22,2.45,0.0
384910,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,190,Other,30844,20456,2242,4073247.8,199.12,185.45,4072166.8,199.06,185.45,1081.0,0.05,0.0
368246,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,43,Independent Lab,171,86,498,13420.42,156.05,99.91,13417.07,156.01,99.91,3.35,0.03,0.0
384911,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,17,Outpatient Other,3151,784,188,50147.89,63.96,54.62,50147.89,63.96,54.62,0.0,0.0,0.0
368249,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,164,Other,12257,8499,1872,1509826.34,177.64,173.22,1508926.9,177.54,171.11,899.44,0.1,0.0
384913,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,15,Ambulance,171,105,180,6680.25,63.62,26.4,6680.25,63.62,26.4,0.0,0.0,0.0
368250,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,M,13,Outpatient Other,297,247,150,42821.04,173.36,152.72,42818.04,173.35,152.72,3.0,0.01,0.0
384915,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,24,Clinic/Office,324,167,282,10639.38,63.7,25.46,10593.53,63.43,25.46,45.85,0.27,0.0
368252,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,33,Clinic/Office,227,149,383,6762.72,45.38,24.5,6691.02,44.9,21.49,71.7,0.48,0.0
384917,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,13,Emergency department,105,30,156,5337.06,177.9,148.01,5337.06,177.9,148.01,0.0,0.0,0.0
368254,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,13,Emergency department,114,43,156,10255.33,238.49,183.1,10170.28,236.51,183.1,85.05,1.97,0.0
384921,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,27,Hospital Outpatient,866,216,315,24727.39,114.47,25.5,24727.39,114.47,25.5,0.0,0.0,0.0
368259,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,33,Hospital Outpatient,1420,207,383,111497.63,538.63,49.78,111426.87,538.29,49.78,70.76,0.34,0.0
384924,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,11,Inpatient Non-acute Professional Services,663,649,132,51019.49,78.61,101.91,50407.79,77.66,101.91,611.7,0.94,0.0
368263,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,24,Other,1487,1137,280,91510.73,80.48,89.75,90835.56,79.89,89.0,675.17,0.59,0.0
384925,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,F,36,Other,7528,5160,432,766923.07,148.62,136.04,766825.92,148.6,136.04,97.15,0.01,0.0
368267,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,29,Clinic/Office,318,211,343,9917.17,47.0,24.47,9515.47,45.09,24.47,401.7,1.9,0.0
384927,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,15,Ambulance,127,86,166,4389.33,51.03,30.8,4389.33,51.03,30.8,0.0,0.0,0.0
368273,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,25,Hospital Outpatient,1401,247,296,89390.69,361.9,61.6,88797.72,359.5,61.6,592.97,2.4,0.0
384929,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,25,Clinic/Office,398,190,300,6908.23,36.35,20.22,6783.83,35.7,20.22,124.4,0.65,0.0
368277,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,21,Other,2593,1861,243,325556.63,174.93,205.06,325496.58,174.9,205.06,60.05,0.03,0.0
384931,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,15,Emergency department,113,31,169,2748.95,88.67,77.38,2700.89,87.12,77.38,48.06,1.55,0.0
368280,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,25,Clinic/Office,252,152,252,4494.98,29.57,26.7,4491.98,29.55,26.7,3.0,0.01,0.0
384936,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,34,Hospital Outpatient,791,198,396,10512.06,53.09,25.07,10304.62,52.04,25.07,207.44,1.04,0.0
368287,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,23,Hospital Outpatient,830,194,233,20113.19,103.67,0.0,20113.19,103.67,0.0,0.0,0.0,0.0
384939,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,13,Inpatient Non-acute Professional Services,751,710,145,63832.06,89.9,38.04,63348.46,89.22,38.04,483.6,0.68,0.0
368290,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,25,Inpatient Non-acute Professional Services,1843,1809,267,68358.6,37.78,26.24,68238.0,37.72,26.24,120.6,0.06,0.0
384940,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,4,65 to 74 years,M,37,Other,10949,8211,427,1863983.81,227.01,197.09,1863856.51,226.99,197.09,127.3,0.01,0.0
368291,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,26,Other,1287,996,291,74866.63,75.16,50.92,74588.45,74.88,50.92,278.18,0.27,0.0
384942,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,16,Ambulance,112,91,161,3163.24,34.76,10.89,3163.24,34.76,10.89,0.0,0.0,0.0
368300,2020,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,11,Hospital Outpatient,209,70,110,6755.39,96.5,8.19,6755.39,96.5,8.19,0.0,0.0,0.0
384943,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,24,Clinic/Office,309,257,279,18251.59,71.01,50.92,18177.89,70.73,50.92,73.7,0.28,0.0
368401,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,17,Home Health,245,200,204,33148.17,165.74,111.0,29239.06,146.19,97.47,3909.11,19.54,0.0
384945,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,16,Emergency department,116,36,164,2518.29,69.95,0.0,2335.7,64.88,0.0,182.59,5.07,0.0
368403,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,74,Hospital Inpatient,1734,109,878,1758237.44,16130.61,1408.0,1737661.55,15941.84,1408.0,20575.89,188.76,0.0
384947,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,11,Hospice,174,122,100,170322.25,1396.08,0.0,170322.25,1396.08,0.0,0.0,0.0,0.0
368404,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,89,Hospital Inpatient Professional Services,1531,559,1058,319291.92,571.18,67.96,302536.24,541.2,60.02,16755.68,29.97,0.0
384950,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,21,Hospital Outpatient,468,116,238,6242.48,53.81,5.33,6214.13,53.57,5.33,28.35,0.24,0.0
368405,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,494,Hospital Outpatient,10758,1928,5865,1512924.97,784.71,107.66,1421137.97,737.1,98.17,91787.0,47.6,0.0
384953,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,23,Inpatient Non-acute Professional Services,1767,1730,241,119328.42,68.97,71.24,119187.72,68.89,71.24,140.7,0.08,0.0
368406,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,431,Independent Lab,2786,1006,5154,71350.93,70.92,12.65,63118.5,62.74,0.83,8232.43,8.18,0.0
384954,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,25,Other,1884,1693,271,250553.05,147.99,170.79,250439.15,147.92,170.79,113.9,0.06,0.0
368408,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,23,Inpatient Non-acute Professional Services,666,607,260,95905.32,157.99,84.14,94567.77,155.79,84.14,1337.55,2.2,0.0
384957,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,14,Clinic/Office,160,123,158,8771.21,71.31,25.46,8663.71,70.43,25.46,107.5,0.87,0.0
368409,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,521,Other,6675,4469,6204,548974.44,122.84,96.8,511409.93,114.43,89.0,37564.51,8.4,0.0
384959,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,13,Emergency department,87,29,151,2017.5,69.56,0.0,1825.7,62.95,0.0,191.8,6.61,0.0
368410,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,F,19,Outpatient Other,1934,629,225,129844.85,206.43,58.34,127408.02,202.55,58.34,2436.83,3.87,0.0
384964,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,17,Hospital Outpatient,810,190,194,20884.37,109.91,15.8,20874.67,109.86,15.8,9.7,0.05,0.0
368412,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,65,Ambulance,1369,678,718,124183.62,183.16,36.0,118623.13,174.96,36.0,5560.49,8.2,0.0
384967,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,12,Inpatient Non-acute Professional Services,235,225,121,15076.06,67.0,82.13,15062.66,66.94,82.13,13.4,0.05,0.0
368413,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,110,Ambulatory Surgery,606,146,1309,378139.54,2589.99,1760.99,346146.54,2370.86,1433.34,31993.0,219.13,0.0
384968,2020,091,Martin,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,14,Other,3523,2672,151,532678.82,199.35,195.65,532511.32,199.29,195.65,167.5,0.06,0.0
368414,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,1140,Clinic/Office,22381,9206,13500,2198099.57,238.76,99.58,1856351.64,201.64,58.25,341747.93,37.12,0.0
384971,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,15,Ambulatory Surgery,102,17,174,121509.28,7147.6,6024.16,107411.19,6318.3,4829.92,14098.09,829.29,738.97
368415,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,137,DME (Durable Medical Equipment),839,588,1617,88697.32,150.84,16.08,76349.77,129.84,11.51,12347.55,20.99,0.0
384972,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,799,Clinic/Office,7545,3414,9080,719880.7,210.86,154.58,519347.96,152.12,85.15,200532.74,58.73,0.0
368416,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,221,Emergency department,1428,407,2579,386043.71,948.51,679.04,348366.41,855.93,525.59,37677.3,92.57,0.0
384973,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,17,DME (Durable Medical Equipment),58,44,196,24443.47,555.53,94.59,20250.87,460.24,60.66,4192.6,95.28,0.0
368417,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,19,Home Health,375,326,223,53108.22,162.9,135.25,52850.0,162.11,135.25,258.22,0.79,0.0
384974,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,86,Emergency department,327,115,1005,105731.45,919.4,668.92,56506.4,491.36,130.8,49225.05,428.04,325.74
368419,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,124,Hospital Inpatient,2968,193,1434,3894551.87,20179.02,9602.8,3840010.02,19896.42,9312.13,54541.85,282.6,0.0
384976,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,41,Hospital Inpatient,392,56,297,1511180.64,26985.36,2764.0,1475943.36,26356.13,2108.88,35237.28,629.23,11.69
368420,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,138,Hospital Inpatient Professional Services,3189,1114,1593,705321.52,633.14,204.22,660818.75,593.19,194.53,44502.77,39.94,0.0
384977,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,39,Hospital Inpatient Professional Services,394,219,292,98347.26,449.07,293.97,89800.62,410.04,264.39,8546.64,39.02,0.0
368421,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,551,Hospital Outpatient,12284,2335,6557,2334819.5,999.92,154.35,2181316.21,934.18,112.93,153503.29,65.74,0.0
384978,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,315,Hospital Outpatient,3001,1125,3608,641648.45,570.35,232.56,499977.6,444.42,172.9,141670.85,125.92,0.0
368422,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,472,Independent Lab,3264,1030,5616,61129.46,59.34,17.93,56191.51,54.55,11.04,4937.95,4.79,0.0
384979,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,61,Independent Lab,214,167,705,17446.82,104.47,99.0,16606.33,99.43,99.0,840.49,5.03,0.0
368423,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,22,Inpatient Non-acute,402,177,253,139915.04,790.48,15.74,139574.48,788.55,15.74,340.56,1.92,0.0
384981,2020,093,Meeker,COMMERCIAL,1,18 years and under,F,154,Other,1297,927,1762,172711.83,186.31,116.38,124111.36,133.88,75.73,48600.47,52.42,0.0
368424,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,27,Inpatient Non-acute Professional Services,368,276,313,36701.37,132.97,22.84,36621.14,132.68,22.84,80.23,0.29,0.0
384984,2020,093,Meeker,COMMERCIAL,1,18 years and under,M,22,Ambulatory Surgery,118,25,258,129989.03,5199.56,4658.44,95334.82,3813.39,2633.17,34654.21,1386.16,700.0
368425,2020,003,Anoka,COMMERCIAL,4,65 to 74 years,M,545,Other,5254,3049,6456,635094.98,208.29,109.84,586790.13,192.45,106.8,48304.85,15.84,0.0
384985,2020,093,Meeker,COMMERCIAL,1,18 years and under,M,812,Clinic/Office,7202,3047,9344,654722.87,214.87,161.17,468271.22,153.68,82.56,186451.65,61.19,0.0
