row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_median,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_median,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_median
431975,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,1702,Hospital Outpatient,47592,13274,19366,2930601.41,220.77,87.94,2920946.54,220.05,86.97,9654.87,0.72,0.0
404602,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,1575,Hospital Outpatient,44018,10979,18078,3661922.56,333.53,161.27,3653656.13,332.78,161.27,8266.43,0.75,0.0
431976,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,524,Independent Lab,3324,1361,5640,141252.93,103.78,99.0,141245.93,103.78,99.0,7.0,0.0,0.0
404603,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,521,Independent Lab,3842,2047,6009,247438.24,120.87,99.0,247371.74,120.84,99.0,66.5,0.03,0.0
431977,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,36,Inpatient Non-acute,369,236,407,364992.91,1546.58,1072.92,364992.91,1546.58,1072.92,0.0,0.0,0.0
404604,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,100,Inpatient Non-acute,1264,824,1155,1431621.69,1737.4,877.75,1431621.69,1737.4,877.75,0.0,0.0,0.0
431979,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,1138,Other,46814,29684,13173,5507617.02,185.54,130.82,5502683.77,185.37,130.74,4933.25,0.16,0.0
404605,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,29,Inpatient Non-acute Professional Services,2795,2790,347,842036.1,301.8,255.88,841990.6,301.78,255.88,45.5,0.01,0.0
431980,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,62,Outpatient Other,1947,1437,700,175117.1,121.86,106.98,175117.1,121.86,106.98,0.0,0.0,0.0
404606,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,878,Other,36722,27784,10196,6427638.54,231.34,178.0,6426428.35,231.29,178.0,1210.19,0.04,0.0
431982,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,122,Ambulance,1225,996,1398,83539.07,83.87,22.0,83535.57,83.87,22.0,3.5,0.0,0.0
404607,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,F,78,Outpatient Other,1679,1370,907,242121.27,176.73,142.64,242121.27,176.73,142.64,0.0,0.0,0.0
431983,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,858,Clinic/Office,15065,11334,9719,953747.25,84.14,60.24,946714.53,83.52,60.24,7032.72,0.62,0.0
404609,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,167,Ambulance,4595,3187,1873,309522.03,97.12,24.48,309504.53,97.11,24.48,17.5,0.0,0.0
431984,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,40,DME (Durable Medical Equipment),228,185,460,45222.6,244.44,54.75,45215.6,244.4,54.75,7.0,0.03,0.0
404610,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,25,Ambulatory Surgery,143,30,288,82850.08,2761.66,1729.68,82503.22,2750.1,1679.68,346.86,11.56,0.0
431985,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,409,Emergency department,2895,982,4657,319805.96,325.66,261.26,317144.21,322.95,253.59,2661.75,2.71,0.0
404611,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,789,Clinic/Office,16274,11750,9100,1563765.11,133.08,63.13,1556500.98,132.46,61.44,7264.13,0.61,0.0
431987,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,72,Hospital Inpatient,1252,111,802,1258335.27,11336.35,5220.87,1257835.27,11331.84,5220.87,500.0,4.5,0.0
404612,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,39,DME (Durable Medical Equipment),191,115,441,47442.95,412.54,55.51,47442.95,412.54,55.51,0.0,0.0,0.0
431988,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,63,Hospital Inpatient Professional Services,1317,661,700,84873.9,128.4,75.28,84849.9,128.36,75.28,24.0,0.03,0.0
404613,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,529,Emergency department,4459,1449,6055,685097.18,472.8,519.0,681392.36,470.25,519.0,3704.82,2.55,0.0
431989,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,1101,Hospital Outpatient,24298,7323,12511,1546600.21,211.19,73.03,1541996.82,210.56,72.82,4603.39,0.62,0.0
404615,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,94,Hospital Inpatient,1859,162,1011,1783574.1,11009.71,6817.6,1782324.1,11002.0,6817.6,1250.0,7.71,0.0
431990,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,263,Independent Lab,2365,1089,2900,116596.44,107.06,82.82,116585.94,107.05,82.82,10.5,0.0,0.0
404616,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,99,Hospital Inpatient Professional Services,2301,1094,1072,199694.69,182.53,96.14,199663.19,182.5,96.14,31.5,0.02,0.0
431991,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,78,Inpatient Non-acute,1089,649,846,795632.29,1225.93,1063.2,795632.29,1225.93,1063.2,0.0,0.0,0.0
404617,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,967,Hospital Outpatient,19783,5242,11059,1808920.71,345.08,140.85,1804149.63,344.17,140.85,4771.08,0.91,0.0
431992,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,27,Inpatient Non-acute Professional Services,1495,1449,302,791945.17,546.54,341.31,791927.67,546.53,341.31,17.5,0.01,0.0
404618,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,278,Independent Lab,2116,1250,3187,159965.47,127.97,114.33,159909.47,127.92,114.33,56.0,0.04,0.0
431993,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,713,Other,47115,30170,8185,7019425.35,232.66,185.4,7015963.18,232.54,185.4,3462.17,0.11,0.0
404619,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,97,Inpatient Non-acute,1064,721,1017,1243237.43,1724.32,780.08,1243237.43,1724.32,780.08,0.0,0.0,0.0
431994,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,79,Outpatient Other,2277,1927,852,278244.32,144.39,144.73,278241.32,144.39,144.73,3.0,0.0,0.0
404620,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,30,Inpatient Non-acute Professional Services,4830,4824,344,1404635.61,291.17,228.05,1404576.11,291.16,228.05,59.5,0.01,0.0
431995,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,18,Pharmacy,38,24,198,756.14,31.5,36.84,756.14,31.5,36.84,0.0,0.0,0.0
404621,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,538,Other,40982,25917,6170,6183384.65,238.58,178.42,6182371.28,238.54,178.42,1013.37,0.03,0.0
431996,2021,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,144,Ambulance,1832,1349,1656,113149.95,83.87,22.4,113149.95,83.87,22.4,0.0,0.0,0.0
404622,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,115,Outpatient Other,3681,2510,1261,574239.23,228.78,156.9,574239.23,228.78,156.9,0.0,0.0,0.0
428520,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,52,Emergency department,239,78,597,72335.23,927.37,749.72,52985.2,679.29,545.14,19350.03,248.07,125.0
404623,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 to 44 years,M,11,Pharmacy,68,64,122,1420.33,22.19,18.46,1420.33,22.19,18.46,0.0,0.0,0.0
428521,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,17,Hospital Inpatient,283,21,190,812376.58,38684.59,20427.14,799132.74,38053.94,20427.14,13243.84,630.65,0.0
404624,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,130,Ambulance,3010,2006,1491,182198.17,90.82,22.0,182191.17,90.82,22.0,7.0,0.0,0.0
428522,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,27,Hospital Inpatient Professional Services,388,142,303,182323.99,1283.97,332.98,163942.11,1154.52,285.07,18381.88,129.44,0.0
404625,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,44,Ambulatory Surgery,257,62,513,84739.25,1366.76,1139.51,83287.81,1343.35,1096.69,1451.44,23.41,0.0
428523,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,281,Hospital Outpatient,4863,1191,3175,1738775.97,1459.92,372.85,1477212.97,1240.31,304.0,261563.0,219.61,0.0
404626,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,728,Clinic/Office,16128,10001,8440,1274987.72,127.48,63.82,1250551.72,125.04,56.18,24436.0,2.44,0.0
428524,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,74,Independent Lab,729,350,830,53737.98,153.53,89.09,50182.1,143.37,89.09,3555.88,10.15,0.0
404627,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,92,DME (Durable Medical Equipment),600,425,1068,49496.24,116.46,48.0,49492.74,116.45,48.0,3.5,0.0,0.0
428527,2021,151,Swift,COMMERCIAL,3,45 to 64 years,F,166,Other,629,408,1871,43856.03,107.49,50.96,29461.71,72.21,36.0,14394.32,35.28,0.0
404628,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,307,Emergency department,2512,748,3485,298624.59,399.23,365.55,294569.27,393.8,357.26,4055.32,5.42,0.0
428530,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,18,Ambulatory Surgery,73,22,214,74721.24,3396.42,3100.78,67483.01,3067.4,2848.01,7238.23,329.01,0.0
404629,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,22,Home Health,373,343,236,30331.54,88.43,75.77,30324.54,88.4,75.77,7.0,0.02,0.0
428531,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,374,Clinic/Office,5004,2179,4231,469548.13,215.48,120.7,302546.87,138.84,41.63,167001.26,76.64,0.0
404631,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,89,Hospital Inpatient,2201,150,983,1582009.46,10546.72,8017.19,1579210.46,10528.06,7960.92,2799.0,18.66,0.0
428532,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,23,DME (Durable Medical Equipment),180,108,264,22566.35,208.94,129.3,13732.9,127.15,76.66,8833.45,81.79,0.0
404632,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,100,Hospital Inpatient Professional Services,2084,965,1103,146801.52,152.12,73.82,146759.52,152.08,73.82,42.0,0.04,0.0
428533,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,60,Emergency department,270,87,676,98566.47,1132.94,977.52,79551.18,914.38,721.93,19015.29,218.56,15.86
404633,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,861,Hospital Outpatient,27966,6929,9868,2550098.84,368.03,140.79,2537112.67,366.15,138.68,12986.17,1.87,0.0
428534,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,16,Hospital Inpatient,252,21,181,697130.61,33196.69,21942.91,678782.58,32322.98,19985.06,18348.03,873.71,0.0
404634,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,234,Independent Lab,1621,797,2730,84261.07,105.72,99.0,84233.07,105.68,99.0,28.0,0.03,0.0
428535,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,23,Hospital Inpatient Professional Services,327,104,259,123148.1,1184.11,688.89,104157.08,1001.51,537.65,18991.02,182.6,0.0
404635,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,12,Inpatient Non-acute,414,182,144,113009.22,620.92,162.24,113006.22,620.91,162.24,3.0,0.01,0.0
428536,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,215,Hospital Outpatient,4430,1117,2473,1658369.22,1484.66,360.37,1420158.22,1271.4,282.58,238211.0,213.25,0.0
404636,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,22,Inpatient Non-acute Professional Services,2476,2459,256,544113.56,221.27,212.93,543984.06,221.22,212.93,129.5,0.05,0.0
428537,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,35,Independent Lab,170,70,388,13741.38,196.3,100.0,10036.62,143.38,100.0,3704.76,52.92,0.0
404637,2021,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 to 64 years,F,534,Other,44971,32241,6167,5820994.74,180.54,160.2,5818600.91,180.47,160.2,2393.83,0.07,0.0
428538,2021,151,Swift,COMMERCIAL,3,45 to 64 years,M,145,Other,742,369,1655,49780.71,134.9,45.36,31321.52,84.88,33.15,18459.19,50.02,0.0
